symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,calloi,putoi
FIVN,8/15/2019,0.4707,0.4628,0.4668,147,31,6241,4852
FIW,8/15/2019,0.2095,0.2016,0.2056,0,0,24,352
FIX,8/15/2019,0.3452,0.3332,0.3392,5,24,685,241
FIXX,8/15/2019,0.7419,0.8339,0.7879,1,0,75,30
FIZZ,8/15/2019,0.7148,0.6797,0.6972,42,91,5736,13918
FL,8/15/2019,0.7206,0.7248,0.7227,2567,2753,81931,68159
FLDM,8/15/2019,0.9445,0.8799,0.9122,120,0,1643,425
FLEX,8/15/2019,0.4106,0.4076,0.4091,602,629,28548,36518
FLIC,8/15/2019,0.4243,0.4442,0.4342,0,0,1,0
FLIR,8/15/2019,0.2686,0.2880,0.2783,137,17,6075,7601
FLNT,8/15/2019,0.9945,0.9917,0.9931,350,1,6003,735
FLO,8/15/2019,0.2190,0.2421,0.2306,128,8,1962,973
FLOW,8/15/2019,0.4748,0.4584,0.4666,7,11,293,834
FLR,8/15/2019,0.5062,0.5694,0.5378,1440,1483,55583,24538
FLS,8/15/2019,0.3409,0.3495,0.3452,40,47,5080,5017
FLT,8/15/2019,0.2524,0.2492,0.2508,114,41,6096,9289
FLWS,8/15/2019,0.5787,0.5283,0.5535,39,3,1470,1663
FLXN,8/15/2019,0.7098,0.6352,0.6725,346,42,10594,2810
FLY,8/15/2019,0.3817,0.3608,0.3712,75,5,5015,461
FM,8/15/2019,0.1812,0.1979,0.1896,0,0,635,60
FMAT,8/15/2019,0.2747,0.3178,0.2962,0,0,19,0
FMBI,8/15/2019,0.6529,0.3747,0.5138,0,0,272,9
FMC,8/15/2019,0.3089,0.3010,0.3050,79,192,5295,5448
FMNB,8/15/2019,1.9664,1.9601,1.9632,0,0,37,24
FMS,8/15/2019,0.3478,0.3181,0.3329,21,1,409,367
FMX,8/15/2019,0.2899,0.2857,0.2878,3,1,204,256
FN,8/15/2019,0.5060,0.5014,0.5037,1054,18,1042,1304
FNB,8/15/2019,0.4108,0.4126,0.4117,79,0,538,34
FNCL,8/15/2019,0.2516,0.2687,0.2602,0,0,132,8
FND,8/15/2019,0.4501,0.4450,0.4476,34,332,8354,6793
FNDA,8/15/2019,0.0000,0.0000,0.0000,0,0,0,2
FNDE,8/15/2019,0.1856,0.1856,0.1856,0,0,15,10
FNDF,8/15/2019,0.0000,0.0000,0.0000,0,0,0,1
FNDX,8/15/2019,0.2240,0.2900,0.2570,0,0,10,2
FNF,8/15/2019,0.2099,0.2356,0.2228,40,11,2690,1647
FNG,8/15/2019,0.4389,0.4389,0.4389,0,4,226,77
FNHC,8/15/2019,0.5144,0.4219,0.4682,0,1,447,37
FNJN,8/15/2019,0.0000,0.0000,0.0000,6,0,117,128
FNKO,8/15/2019,0.5918,0.5891,0.5904,839,187,8338,5083
FNLC,8/15/2019,0.7533,0.3928,0.5730,0,0,11,0
FNSR,8/15/2019,0.4765,0.4755,0.4760,0,29,9246,28244
FNV,8/15/2019,0.2982,0.3213,0.3097,997,1132,18295,17502
FOCS,8/15/2019,0.5723,0.5203,0.5463,0,2,1594,14196
FOE,8/15/2019,0.5003,0.5276,0.5139,11,103,6515,956
FOLD,8/15/2019,0.6276,0.5584,0.5930,441,204,14504,5906
FOMX,8/15/2019,1.0106,0.6515,0.8310,207,63,4045,792
FOR,8/15/2019,0.6338,0.4676,0.5507,0,10,87,45
FORM,8/15/2019,0.3891,0.3591,0.3741,0,6,1520,1776
FORR,8/15/2019,0.1075,0.1096,0.1086,0,0,86,80
FOSL,8/15/2019,0.6787,0.7003,0.6895,191,682,9123,10897
FOX,8/15/2019,0.2993,0.4687,0.3840,2,20,290,405
FOXA,8/15/2019,0.2673,0.3041,0.2857,2892,1450,57248,16138
FOXF,8/15/2019,0.4406,0.3678,0.4042,0,11,311,343
FPE,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
FPI,8/15/2019,0.5526,0.3748,0.4637,0,0,1533,2961
FPRX,8/15/2019,0.9605,1.0344,0.9974,3,0,1234,281
FR,8/15/2019,0.3411,0.2575,0.2993,20,0,143,148
FRAC,8/15/2019,0.7472,0.7768,0.7620,70,36,840,2552
FRAK,8/15/2019,0.0000,0.0000,0.0000,0,0,186,3
FRBK,8/15/2019,1.1168,1.1153,1.1160,0,0,121,0
FRC,8/15/2019,0.2584,0.2558,0.2571,84,20,2089,1736
FRED,8/15/2019,0.0000,0.0000,0.0000,0,0,2972,346
FRGI,8/15/2019,0.3163,0.5676,0.4420,20,24,1209,1570
FRI,8/15/2019,0.4913,0.8251,0.6582,0,0,11,0
FRME,8/15/2019,0.4573,0.3455,0.4014,0,1,83,51
FRO,8/15/2019,0.5889,0.6294,0.6092,78,74,11103,5418
FRPT,8/15/2019,0.4042,0.3909,0.3976,32,24,2315,3691
FRT,8/15/2019,0.1805,0.1989,0.1897,6,8,444,347
FRTA,8/15/2019,0.7542,0.7178,0.7360,0,10,948,375
FSB,8/15/2019,0.4269,0.5521,0.4895,0,0,76,4
FSCT,8/15/2019,0.5371,0.5699,0.5535,1,9,2862,4942
FSK,8/15/2019,0.3131,0.6566,0.4848,0,0,856,4666
FSLR,8/15/2019,0.4066,0.3955,0.4010,1093,1734,57511,51408
FSLY,8/15/2019,0.7725,0.8292,0.8009,355,123,12182,2389
FSM,8/15/2019,0.7054,0.7283,0.7168,449,19,37954,6190
FSNNQ,8/15/2019,0.0000,0.0000,0.0000,0,0,754,18
FSP,8/15/2019,0.2808,0.4921,0.3864,66,300,95,3359
FSS,8/15/2019,0.3369,0.3048,0.3208,12,0,324,43
FSTR,8/15/2019,0.5119,0.4027,0.4573,2,1,698,87
FTAG,8/15/2019,0.4375,0.3675,0.4025,0,0,88,14
FTAI,8/15/2019,0.3100,0.2431,0.2766,20,733,6659,1483
FTC,8/15/2019,0.2119,0.2435,0.2277,0,0,4,0
FTCH,8/15/2019,0.6360,0.6841,0.6600,325,209,21575,16509
FTDCQ,8/15/2019,0.0000,0.0000,0.0000,0,0,431,225
FTDR,8/15/2019,0.4407,0.4267,0.4337,822,0,3196,3102
FTEC,8/15/2019,0.2706,0.2723,0.2714,6,0,178,23
FTEK,8/15/2019,0.0000,0.0000,0.0000,10,0,2200,82
FTGC,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
FTI,8/15/2019,0.3835,0.4250,0.4042,293,174,18821,4687
FTK,8/15/2019,1.0773,1.0259,1.0516,0,5,5753,2571
FTNT,8/15/2019,0.3570,0.3505,0.3538,319,300,18061,15477
FTR,8/15/2019,1.7088,1.7200,1.7144,361,480,90762,75210
FTRI,8/15/2019,0.6635,0.5397,0.6016,0,0,6,4
FTS,8/15/2019,0.0936,0.1888,0.1412,67,0,197,223
FTSI,8/15/2019,1.2647,1.2376,1.2512,12,2,2118,2372
FTSV,8/15/2019,1.0192,1.0938,1.0565,5,8,156,201
FTV,8/15/2019,0.3052,0.3195,0.3124,104,512,9938,5274
FUL,8/15/2019,0.4077,0.3760,0.3919,0,0,805,679
FULT,8/15/2019,0.0000,0.0000,0.0000,0,0,760,483
FUN,8/15/2019,0.1934,0.2917,0.2426,112,46,3095,2982
FV,8/15/2019,0.3297,0.3363,0.3330,0,0,42,510
FVD,8/15/2019,0.0926,0.0926,0.0926,0,0,0,0
FVE,8/15/2019,0.0000,0.0000,0.0000,0,0,358,1
FWONA,8/15/2019,0.3156,0.2929,0.3042,0,0,31,17
FWONK,8/15/2019,0.5566,0.2956,0.4261,10,29,650,441
FWRD,8/15/2019,0.3909,0.3508,0.3708,0,0,483,284
FXA,8/15/2019,0.0817,0.0923,0.0870,26,258,3265,7723
FXB,8/15/2019,0.0901,0.0958,0.0930,111,487,13804,11052
FXC,8/15/2019,0.0623,0.0636,0.0630,410,112,7283,3783
FXD,8/15/2019,0.2280,0.2418,0.2349,0,0,4,0
FXE,8/15/2019,0.0633,0.0643,0.0638,1309,1943,31294,49466
FXF,8/15/2019,0.0651,0.0802,0.0726,26,4,1096,688
FXG,8/15/2019,0.2247,0.2263,0.2255,0,0,37,0
FXH,8/15/2019,0.1690,0.1879,0.1784,0,0,146,1800
FXI,8/15/2019,0.2342,0.2280,0.2311,80371,122777,1893648,2408520
FXL,8/15/2019,0.2691,0.2494,0.2592,0,0,53,15
FXN,8/15/2019,0.0000,0.0000,0.0000,0,0,0,21
FXO,8/15/2019,0.7220,0.4740,0.5980,0,0,55,11
FXP,8/15/2019,0.4536,0.4712,0.4624,0,169,161,180
FXR,8/15/2019,0.2359,0.2416,0.2388,0,0,10,0
FXS,8/15/2019,0.3349,0.2805,0.3077,0,0,156,287
FXU,8/15/2019,0.0000,0.0000,0.0000,0,0,10,0
FXY,8/15/2019,0.0897,0.0844,0.0870,189,160,13940,9398
FXZ,8/15/2019,0.2670,0.2669,0.2670,0,0,2,1
G,8/15/2019,0.2416,0.2445,0.2430,478,4,3646,1007
GABC,8/15/2019,0.2775,0.2711,0.2743,0,0,82,7
GAIN,8/15/2019,0.3662,0.3970,0.3816,10,1,1216,104
GALT,8/15/2019,0.8231,0.9631,0.8931,242,122,9934,5341
GARS,8/15/2019,1.9025,1.9025,1.9025,0,0,16,4
GASL,8/15/2019,1.0917,1.1157,1.1037,116,68,2767,701
GASS,8/15/2019,0.3941,0.3941,0.3941,400,0,551,67
GASX,8/15/2019,1.2200,1.2332,1.2266,13,5,253,481
GATX,8/15/2019,0.2774,0.3231,0.3002,0,12,1819,3799
GBCI,8/15/2019,0.2878,0.2746,0.2812,0,0,235,1074
GBDC,8/15/2019,0.1979,0.1995,0.1987,0,0,397,153
GBT,8/15/2019,0.4648,0.4568,0.4608,820,270,23394,16705
GBX,8/15/2019,0.5197,0.5126,0.5162,447,541,10575,6952
GCAP,8/15/2019,0.5716,0.5107,0.5412,39,0,4935,2595
GCI,8/15/2019,0.3485,0.3511,0.3498,47,45,9267,4445
GCO,8/15/2019,0.6300,0.5899,0.6100,5,0,949,488
GCP,8/15/2019,0.3875,0.3682,0.3778,0,5,2007,788
GD,8/15/2019,0.2472,0.2386,0.2429,340,347,16509,15965
GDDY,8/15/2019,0.3429,0.3359,0.3394,943,86,11821,7145
GDEN,8/15/2019,0.4915,0.4978,0.4946,4,3,569,588
GDI,8/15/2019,0.3520,0.3525,0.3522,0,0,7915,3009
GDOT,8/15/2019,0.5495,0.5304,0.5399,174,84,7012,8956
GDS,8/15/2019,0.4956,0.4854,0.4905,1861,519,59955,22307
GDX,8/15/2019,0.3371,0.3407,0.3389,114171,18560,2159574,1290301
GDXJ,8/15/2019,0.4007,0.4045,0.4026,12767,5447,194910,192093
GDXX,8/15/2019,0.0000,0.0000,0.0000,0,0,325,958
GE,8/15/2019,0.3926,0.3848,0.3887,497821,1396667,1185243,1129226
GEF,8/15/2019,0.5148,0.5807,0.5478,30,112,625,908
GEL,8/15/2019,0.3187,0.3020,0.3104,14,50,2283,10101
GEM,8/15/2019,0.2816,0.2816,0.2816,0,0,0,0
GEMP,8/15/2019,0.0000,0.0000,0.0000,0,0,219,137
GEN,8/15/2019,0.0000,0.0000,0.0000,8,1,1116,2
GEO,8/15/2019,0.4145,0.4427,0.4286,53,538,17418,72479
GEOS,8/15/2019,0.4629,0.3133,0.3881,5,0,676,139
GERN,8/15/2019,0.8193,1.0247,0.9220,957,34,33551,10157
GES,8/15/2019,0.7044,0.7311,0.7178,135,1045,9617,14523
GFF,8/15/2019,0.3551,0.3914,0.3733,0,1,2398,98
GFI,8/15/2019,0.5941,0.6485,0.6213,679,204,34665,4646
GFN,8/15/2019,0.6569,0.9426,0.7998,0,0,309,21
GGAL,8/15/2019,0.8969,0.9112,0.9040,5973,10541,67417,58472
GGB,8/15/2019,0.4466,0.4814,0.4640,15,6,12887,42824
GGG,8/15/2019,0.2344,0.2384,0.2364,0,1,760,159
GH,8/15/2019,0.5566,0.5679,0.5622,568,204,9423,9429
GHDX,8/15/2019,0.3502,0.3435,0.3468,1,0,1148,833
GHL,8/15/2019,0.7445,0.5274,0.6360,30,75,843,448
GHM,8/15/2019,0.5210,0.4774,0.4992,0,0,19,178
GHYB,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
GIB,8/15/2019,0.1893,0.1953,0.1923,1,10,875,48
GIFI,8/15/2019,0.3713,0.3303,0.3508,0,0,306,49
GIGB,8/15/2019,0.0000,0.0000,0.0000,0,0,0,0
GIGM,8/15/2019,0.0000,0.0000,0.0000,0,0,96,26
GIII,8/15/2019,0.7325,0.7453,0.7389,198,862,5902,4533
GIL,8/15/2019,0.2618,0.2390,0.2504,5,2,1309,224
GILD,8/15/2019,0.2643,0.3113,0.2878,11502,9775,299605,213599
GILT,8/15/2019,0.2769,0.2959,0.2864,1,0,72,2
GIS,8/15/2019,0.2671,0.2720,0.2696,1013,649,83685,70146
GKOS,8/15/2019,0.4725,0.4481,0.4603,19,35,3494,813
GL,8/15/2019,0.2285,0.2519,0.2402,10,0,1784,818
GLAD,8/15/2019,0.4928,0.3835,0.4382,0,0,1336,280
GLD,8/15/2019,0.1670,0.1747,0.1708,137646,78900,2190779,1130294
GLDD,8/15/2019,0.6252,0.5753,0.6002,121,0,3788,1137
GLIBA,8/15/2019,0.2603,0.2418,0.2510,2,1,1005,97
GLL,8/15/2019,0.3471,0.3564,0.3518,30,2,702,575
GLMD,8/15/2019,1.5475,1.5472,1.5474,0,0,240,121
GLNG,8/15/2019,0.6837,0.7535,0.7186,254,1067,72988,31865
GLOB,8/15/2019,0.5298,0.5616,0.5457,912,406,2239,2089
GLOG,8/15/2019,0.4454,0.4640,0.4547,80,143,7758,1797
GLOP,8/15/2019,0.3399,0.3276,0.3338,6,19,2830,1311
GLP,8/15/2019,0.3625,0.2650,0.3137,34,40,2325,2181
GLPG,8/15/2019,0.3701,0.3784,0.3742,2,13,2151,3368
GLPI,8/15/2019,0.1534,0.2278,0.1906,76,9,4253,919
GLRE,8/15/2019,0.4250,0.4348,0.4299,0,0,4727,1529
GLT,8/15/2019,0.4773,0.4248,0.4510,1,2,604,68
GLUU,8/15/2019,0.6989,0.6452,0.6720,685,88,67099,22748
GLW,8/15/2019,0.2950,0.3109,0.3030,3099,2396,106283,68024
GLYC,8/15/2019,1.3468,1.3605,1.3536,67,22,38337,26863
GM,8/15/2019,0.2851,0.3332,0.3092,12958,43412,552025,451408
GMAB,8/15/2019,0.1685,0.1371,0.1528,1,0,19,3
GME,8/15/2019,1.0247,0.8168,0.9208,3148,4981,79467,123587
GMED,8/15/2019,0.2943,0.2969,0.2956,2,3,3541,7620
GMF,8/15/2019,0.2258,0.2117,0.2188,0,0,67,10
GMLP,8/15/2019,0.6077,0.3318,0.4698,199,26,10497,5566
GMO,8/15/2019,0.0000,0.0000,0.0000,0,3,218,3
GMRE,8/15/2019,0.5284,0.4765,0.5024,0,10,405,1310
GMS,8/15/2019,0.7107,0.6045,0.6576,3,0,1478,1859
GNC,8/15/2019,1.0167,0.8848,0.9508,52,57,23717,37099
GNCA,8/15/2019,1.5278,1.4711,1.4994,43,0,1552,490
GNE,8/15/2019,0.7409,0.5926,0.6667,23,24,3086,613
GNK,8/15/2019,2.3406,1.0701,1.7054,0,0,7,0
GNL,8/15/2019,0.4138,0.3117,0.3628,43,20,2735,796
GNMK,8/15/2019,0.6379,0.3370,0.4875,0,0,188,327
GNMX,8/15/2019,0.0000,0.0000,0.0000,1,0,843,14
GNR,8/15/2019,0.3194,0.2597,0.2895,20,0,5,1
GNRC,8/15/2019,0.2967,0.2943,0.2955,107,19,3315,2507
GNTX,8/15/2019,0.2669,0.2777,0.2723,20,107,2044,3849
GNW,8/15/2019,0.3811,0.5327,0.4569,480,498,76055,112403
GO,8/15/2019,0.4361,0.3805,0.4083,1225,124,1362,1553
GOEX,8/15/2019,0.5939,0.7765,0.6852,0,0,52,7
GOGL,8/15/2019,0.7670,0.6782,0.7226,1317,257,3996,3438
GOGO,8/15/2019,0.7616,0.6683,0.7150,286,5,15510,13576
GOL,8/15/2019,0.7273,0.7195,0.7234,33,2,2105,880
GOLD,8/15/2019,0.3748,0.4077,0.3912,20854,3938,613914,431744
GOLF,8/15/2019,0.3021,0.3867,0.3444,0,25,159,22
GOOD,8/15/2019,0.1891,0.1901,0.1896,5,0,1077,576
GOOG,8/15/2019,0.2548,0.2536,0.2542,11941,7707,111951,106330
GOOGL,8/15/2019,0.2592,0.2579,0.2586,12710,7954,135820,133625
GOOS,8/15/2019,0.5347,0.5197,0.5272,1323,2477,23604,24686
GORO,8/15/2019,0.9016,0.9106,0.9061,947,20,10834,1029
GOSS,8/15/2019,1.0358,0.7999,0.9178,2844,7,13967,196
GOVT,8/15/2019,0.0000,0.0000,0.0000,2,3,8,6
GPC,8/15/2019,0.2135,0.2633,0.2384,297,387,12110,6278
GPI,8/15/2019,0.3721,0.4031,0.3876,9,19,393,475
GPK,8/15/2019,0.0552,0.0515,0.0534,63,0,29626,2201
GPL,8/15/2019,0.0000,0.0000,0.0000,0,1,2237,218
GPMT,8/15/2019,0.2008,0.2008,0.2008,0,1,284,1603
GPN,8/15/2019,0.3004,0.2913,0.2958,420,44,6330,8390
GPOR,8/15/2019,0.9487,0.9222,0.9354,145,81,84462,53405
GPRE,8/15/2019,0.7220,0.7974,0.7597,2711,4044,16880,14576
GPRK,8/15/2019,0.6023,0.5457,0.5740,0,0,502,51
GPRO,8/15/2019,0.6018,0.6216,0.6117,2842,1402,125923,98316
GPS,8/15/2019,0.6299,0.6307,0.6303,4531,1663,51374,135100
GPX,8/15/2019,0.1791,0.1721,0.1756,0,0,657,70
GRA,8/15/2019,0.2612,0.2385,0.2498,17,11,2655,2972
GRBK,8/15/2019,0.6105,0.4771,0.5438,20,0,114,1
GRC,8/15/2019,0.3316,0.3362,0.3339,1,23,14,101
GREK,8/15/2019,0.3303,0.3145,0.3224,107,203,16107,21105
GRFS,8/15/2019,0.5824,0.3528,0.4676,1,0,2388,480
GRMN,8/15/2019,0.2210,0.2388,0.2299,187,28,12377,11652
GROW,8/15/2019,1.2608,1.2671,1.2639,6,0,846,186
GRPN,8/15/2019,0.5236,0.6661,0.5948,2549,626,65806,20439
GRUB,8/15/2019,0.5372,0.5396,0.5384,6724,20042,51601,56184
GS,8/15/2019,0.2688,0.3232,0.2960,11585,12485,120598,156422
GSAT,8/15/2019,0.0000,0.0000,0.0000,9,0,9608,2218
GSB,8/15/2019,0.6591,0.6422,0.6506,8,0,2226,313
GSBC,8/15/2019,0.3522,0.3083,0.3303,0,0,33,132
GSEW,8/15/2019,0.1725,0.2039,0.1882,0,0,0,0
GSG,8/15/2019,0.1880,0.2127,0.2004,15,15,357,884
GSHD,8/15/2019,0.5015,0.4971,0.4993,30,7,435,449
GSIE,8/15/2019,0.0000,0.0000,0.0000,0,0,0,2
GSIT,8/15/2019,0.4485,0.7408,0.5946,0,0,189,11
GSK,8/15/2019,0.1836,0.1741,0.1788,710,1828,50771,39647
GSKY,8/15/2019,0.7717,0.8107,0.7912,814,1683,47226,23101
GSLC,8/15/2019,0.1859,0.1957,0.1908,0,0,69,6
GSM,8/15/2019,0.0000,0.0000,0.0000,0,0,2351,532
GSS,8/15/2019,0.8324,0.6153,0.7238,247,4,9317,2059
GSUM,8/15/2019,0.0000,0.0000,0.0000,17,2,177,141
GT,8/15/2019,0.4692,0.4442,0.4567,597,8319,46561,144546
GTE,8/15/2019,0.0000,0.0000,0.0000,0,0,5411,4764
GTES,8/15/2019,0.4874,0.5015,0.4944,0,3,2028,148
GTHX,8/15/2019,0.9924,0.5173,0.7548,32,1040,398,298
GTIM,8/15/2019,0.0000,0.0000,0.0000,0,0,13,0
GTLS,8/15/2019,0.4719,0.4543,0.4631,15,7,2121,841
GTN,8/15/2019,0.4681,0.4576,0.4628,8,196,25671,3428
GTS,8/15/2019,0.5746,0.4764,0.5255,0,0,43,130
GTT,8/15/2019,1.0444,1.0493,1.0468,221,387,43812,9732
GTX,8/15/2019,0.6067,0.4441,0.5254,97,50,4644,2434
GTY,8/15/2019,0.2056,0.2144,0.2100,0,5,192,94
GUNR,8/15/2019,0.0000,0.0000,0.0000,0,0,43,0
GURE,8/15/2019,0.0000,0.0000,0.0000,1,0,302,10
GURU,8/15/2019,0.2955,0.2573,0.2764,0,0,1,4
GUSH,8/15/2019,1.2601,1.2290,1.2446,3017,542,86076,19117
GV,8/15/2019,0.0000,0.0000,0.0000,7,0,101,105
GVA,8/15/2019,0.4841,0.4888,0.4864,13,0,1193,964
GVI,8/15/2019,0.0613,0.0613,0.0613,0,0,2,0
GVIP,8/15/2019,0.2077,0.2061,0.2069,0,0,0,140
GWB,8/15/2019,0.5303,0.3538,0.4420,0,0,41,65
GWPH,8/15/2019,0.4021,0.4014,0.4018,991,454,18679,17664
GWR,8/15/2019,0.0681,0.0518,0.0600,8,26,1178,1737
GWRE,8/15/2019,0.3865,0.3770,0.3818,19,12,2218,1674
GWW,8/15/2019,0.3109,0.3068,0.3088,225,205,7574,10471
GWX,8/15/2019,0.1603,0.2390,0.1996,0,0,16,0
GXC,8/15/2019,0.2531,0.2313,0.2422,4,0,326,110
GXG,8/15/2019,0.3168,0.3083,0.3126,0,1,119,2
GYLD,8/15/2019,0.2518,0.2518,0.2518,0,0,20,39
H,8/15/2019,0.2397,0.2657,0.2527,5,41,784,296
HA,8/15/2019,0.4757,0.4656,0.4706,138,581,8925,7522
HABT,8/15/2019,0.5017,0.5122,0.5070,28,14,7043,6066
HACK,8/15/2019,0.2532,0.2656,0.2594,5,13,3131,6425
HAE,8/15/2019,0.2988,0.2911,0.2950,6,2,2406,3313
HAFC,8/15/2019,0.4464,0.3952,0.4208,0,0,31,669
HAIN,8/15/2019,0.4656,0.4779,0.4718,203,23,43619,9775
HAL,8/15/2019,0.4521,0.5005,0.4763,17268,16206,430502,362707
HALL,8/15/2019,0.2754,0.2635,0.2694,11,10,428,66
HALO,8/15/2019,0.4317,0.3833,0.4075,23,0,20756,3138
HAO,8/15/2019,0.2671,0.2765,0.2718,0,0,143,332
HAS,8/15/2019,0.3185,0.3056,0.3120,687,361,20373,28328
HASI,8/15/2019,0.4674,0.2946,0.3810,0,1,1222,607
HAYN,8/15/2019,0.4640,0.4398,0.4519,0,0,58,638
HBAN,8/15/2019,0.2866,0.3501,0.3184,157,308,24610,18673
HBI,8/15/2019,0.4139,0.4029,0.4084,1180,16429,30845,29419
HBIO,8/15/2019,0.8114,0.8114,0.8114,0,0,258,99
HBM,8/15/2019,0.6631,0.6163,0.6397,20,0,1574,1058
HBNC,8/15/2019,0.6037,0.5905,0.5971,0,0,21,22
HBP,8/15/2019,0.0000,0.0000,0.0000,1,0,83,59
HCA,8/15/2019,0.2937,0.2868,0.2902,340,518,23248,23925
HCC,8/15/2019,0.4718,0.4701,0.4710,0,40,1751,1426
HCCI,8/15/2019,0.3684,0.3638,0.3661,0,10,33,11
HCFT,8/15/2019,0.0000,0.0000,0.0000,60,0,95,3
HCHC,8/15/2019,0.9115,0.9115,0.9115,2,0,5062,831
HCI,8/15/2019,0.3909,0.3482,0.3696,0,14,83,1392
HCKT,8/15/2019,0.1353,0.2545,0.1949,0,1,136,63
HCP,8/15/2019,0.2363,0.2091,0.2227,129,91,7009,3641
HCR,8/15/2019,1.0878,1.0993,1.0936,281,1431,50969,32322
HCSG,8/15/2019,0.4709,0.3529,0.4119,9,10,730,1057
HD,8/15/2019,0.2938,0.3077,0.3007,13967,26672,128992,174953
HDB,8/15/2019,0.2606,0.2571,0.2589,902,722,2752,655
HDGE,8/15/2019,0.7701,0.4756,0.6228,56,0,1243,124
HDS,8/15/2019,0.3530,0.3480,0.3505,20,11,25900,10938
HDSN,8/15/2019,0.0000,0.0000,0.0000,0,97,11071,2634
HDV,8/15/2019,0.1527,0.1844,0.1686,0,2,291,35
HE,8/15/2019,0.3845,0.2421,0.3133,15,1,658,78
HEAR,8/15/2019,0.9084,0.9569,0.9326,185,64,21972,14974
HEDJ,8/15/2019,0.2078,0.2013,0.2046,17,30,704,20594
HEES,8/15/2019,0.4223,0.5152,0.4688,34,20,2699,1316
HEFA,8/15/2019,0.1805,0.1750,0.1778,0,0,9,99
HEI,8/15/2019,0.3217,0.3427,0.3322,390,75,4553,2837
HEI.A,8/15/2019,0.3969,0.3176,0.3572,0,0,326,59
HELE,8/15/2019,0.2969,0.2948,0.2958,1630,1,1974,1044
HEP,8/15/2019,0.3216,0.3061,0.3138,1,235,2353,2203
HES,8/15/2019,0.4278,0.4372,0.4325,1677,3586,82136,60064
HESM,8/15/2019,0.4242,0.3359,0.3800,0,1,1041,1372
HEWG,8/15/2019,0.1748,0.1753,0.1750,0,5,6,13
HEWJ,8/15/2019,0.2542,0.2549,0.2546,0,0,0,0
HEXO,8/15/2019,1.0835,0.8939,0.9887,3035,458,66141,23278
HEZU,8/15/2019,0.0000,0.0000,0.0000,0,0,2,0
HFC,8/15/2019,0.3845,0.4000,0.3922,827,868,16051,15855
HFWA,8/15/2019,0.8917,0.5179,0.7048,0,0,4,2
HGV,8/15/2019,0.3789,0.3601,0.3695,982,27,25877,2771
HGX,8/15/2019,0.2099,0.2137,0.2118,0,0,159,134
HHC,8/15/2019,0.3451,0.3271,0.3361,31,98,6756,4382
HI,8/15/2019,0.3962,0.4017,0.3990,80,39,2750,1276
HIBB,8/15/2019,0.8711,0.8922,0.8816,2158,903,4513,2989
HIG,8/15/2019,0.1968,0.2253,0.2110,117,104,12209,16289
HII,8/15/2019,0.2225,0.2660,0.2442,39,23,1098,2778
HIIQ,8/15/2019,0.9174,1.0757,0.9966,2641,5618,62617,59270
HIL,8/15/2019,0.9615,1.0122,0.9868,0,0,312,220
HIMX,8/15/2019,0.7005,0.7005,0.7005,53,156,94312,15820
HIW,8/15/2019,0.2597,0.2256,0.2426,0,0,475,84
HKRSQ,8/15/2019,0.0000,0.0000,0.0000,0,0,4882,5
HL,8/15/2019,0.8780,0.8269,0.8524,5213,971,144827,32381
HLF,8/15/2019,0.3524,0.3549,0.3536,317,1365,32377,51818
HLI,8/15/2019,0.2529,0.3332,0.2931,0,100,451,577
HLIO,8/15/2019,0.4775,0.4575,0.4675,0,2,558,353
HLIT,8/15/2019,0.5548,0.6549,0.6048,17,2,21501,889
HLNE,8/15/2019,0.4037,0.4460,0.4248,0,0,28,11
HLT,8/15/2019,0.2665,0.2667,0.2666,578,623,31345,18438
HLTH,8/15/2019,0.0000,0.0000,0.0000,0,0,107,3
HLX,8/15/2019,0.5318,0.5120,0.5219,76,10,1542,1765
HMC,8/15/2019,0.2389,0.2239,0.2314,25,17,2996,2768
HMHC,8/15/2019,0.8583,0.7528,0.8056,0,0,1433,39
HMI,8/15/2019,0.9250,0.8071,0.8660,46,0,647,216
HMN,8/15/2019,0.4389,0.3725,0.4057,0,0,81,58
HMST,8/15/2019,0.3208,0.3008,0.3108,0,0,220,10
HMSY,8/15/2019,0.3357,0.3535,0.3446,29,0,1960,1431
HMY,8/15/2019,0.5931,0.6865,0.6398,750,31,49649,1537
HNGR,8/15/2019,0.5313,0.4620,0.4966,0,0,251,17
HNI,8/15/2019,0.5569,0.2967,0.4268,0,0,46,58
HNP,8/15/2019,0.2679,0.4169,0.3424,0,0,877,285
HNRG,8/15/2019,0.4622,0.4653,0.4638,0,0,21,506
HOFT,8/15/2019,0.6110,0.6126,0.6118,17,10,290,228
HOG,8/15/2019,0.3600,0.3534,0.3567,411,563,20610,35952
HOLI,8/15/2019,0.4456,0.4319,0.4388,109,94,1294,1494
HOLX,8/15/2019,0.2592,0.2512,0.2552,312,66,12094,9389
HOMB,8/15/2019,0.3362,0.2973,0.3167,42,96,1499,996
HOME,8/15/2019,1.4988,1.4710,1.4849,1059,284,101834,9269
HON,8/15/2019,0.2332,0.2336,0.2334,2688,4053,59692,49388
HOPE,8/15/2019,0.2852,0.3711,0.3282,0,0,200,94
